id_encuesta,GastoSnacksPartido,CantidadSnacks,AltaIntencionCompra,CategoriaPrecio,FrecuenciaConsumoSnacks,SeleccionApoya,JugadoresInfluyentes,PlaneaVerMundial2026,ConQuienVePartidos,id_encuestado,id_ubicacion,id_tiempo,id_campania
1366,Q51 - Q100,1,1,Moderado,Varias veces al mes,Alemania,Christian Pulisic; Vinícius Júnior; Neymar Jr.,Sí,Familia,1366,1366,1366,1366
1367,Q101 - Q150,1,1,Economico,Rara vez,Argentina,Cristiano Ronaldo; Kylian Mbappé,Sí,Amigos,1367,1367,1367,1367
1368,Q51 - Q100,2,0,Premium,1 a 2 veces por semana,Argentina,Lamine Yamal; Cristiano Ronaldo,Sí,Familia,1368,1368,1368,1368
1369,Q101 - Q150,1,1,Accesible,Varias veces al mes,Argentina,Jude Bellingham,Sí,Solo,1369,1369,1369,1369
1370,Q25 - Q50,2,1,Moderado,Varias veces al mes,BRASIL,Neymar Jr.,Sí,Amigos,1370,1370,1370,1370
1371,Q51 - Q100,2,1,Accesible,1 a 2 veces por semana,España,Lamine Yamal; Harry Kane; Lionel Messi,Sí,Amigos,1371,1371,1371,1371
1372,Más de Q150,3,0,Accesible,1 a 2 veces por semana,México,Neymar Jr.; Vinícius Júnior,Sí,Amigos,1372,1372,1372,1372
1373,Q25 - Q50,3,0,Accesible,Varias veces al mes,Inglaterra,Rodri; Federico Valverde,No,Amigos,1373,1373,1373,1373
1374,Q51 - Q100,3,1,Moderado,1 a 2 veces por semana,Curaçao,Kylian Mbappé,Sí,Familia,1374,1374,1374,1374
1375,Más de Q150,3,0,Economico,Varias veces al mes,Brasil,Cristiano Ronaldo; Vinícius Júnior; Christian Pulisic,Sí,Familia,1375,1375,1375,1375
1376,Q25 - Q50,3,1,Accesible,1 a 2 veces por semana,Uruguay,Lionel Messi,Sí,Familia,1376,1376,1376,1376
1377,Q51 - Q100,1,0,Economico,3 a 5 veces por semana,Inglaterra,Neymar Jr.,No,Solo,1377,1377,1377,1377
1378,Q51 - Q100,1,1,Moderado,Varias veces al mes,Inglaterra,Kylian Mbappé,Sí,Familia,1378,1378,1378,1378
1379,Q25 - Q50,2,1,Moderado,Todos los días,Brasil,Rodri; Kylian Mbappé; Federico Valverde,Sí,Compañeros de trabajo,1379,1379,1379,1379
1380,Menos de Q25,1,1,Accesible,1 a 2 veces por semana,Brasil,Ninguno,No,Amigos,1380,1380,1380,1380
1381,Q101 - Q150,3,1,Premium,Varias veces al mes,Argentina,Kylian Mbappé,Sí,Amigos,1381,1381,1381,1381
1382,Q25 - Q50,3,1,Accesible,Todos los días,España,Lionel Messi; Kylian Mbappé,Sí,Familia,1382,1382,1382,1382
1383,Q51 - Q100,1,1,Moderado,Varias veces al mes,Portugal,Neymar Jr.,No,Familia,1383,1383,1383,1383
1384,Q25 - Q50,3,1,Super Premium,3 a 5 veces por semana,México,Alphonso Davies,Sí,Familia,1384,1384,1384,1384
1385,Q101 - Q150,1,1,Accesible,Todos los días,México,Lionel Messi; Cristiano Ronaldo,No,Familia,1385,1385,1385,1385
1386,Q51 - Q100,2,0,Moderado,Rara vez,Argentina,Lionel Messi; Lamine Yamal,Sí,Familia,1386,1386,1386,1386
1387,Q51 - Q100,1,0,Accesible,Rara vez,ESPAÑA,Lionel Messi,Sí,Familia,1387,1387,1387,1387
1388,Q51 - Q100,1,1,Accesible,Todos los días,Alemania,Ninguno; Lionel Messi,Sí,Amigos,1388,1388,1388,1388
1389,Q51 - Q100,2,0,Premium,3 a 5 veces por semana,España,Cristiano Ronaldo,Sí,Familia,1389,1389,1389,1389
1390,Q25 - Q50,3,1,Premium,1 a 2 veces por semana,Argentina,Cristiano Ronaldo; Neymar Jr.,Sí,Solo,1390,1390,1390,1390
1391,Q51 - Q100,2,1,Moderado,Todos los días,Uzbekistán,Lionel Messi; Cristiano Ronaldo,Sí,Amigos,1391,1391,1391,1391
1392,Q25 - Q50,2,0,Accesible,3 a 5 veces por semana,Inglaterra,Kylian Mbappé; Cristiano Ronaldo,Sí,Familia,1392,1392,1392,1392
1393,Q101 - Q150,1,1,Accesible,1 a 2 veces por semana,Brasil,Vinícius Júnior; Julián Álvarez,Sí,Familia,1393,1393,1393,1393
1394,Q51 - Q100,3,0,Economico,3 a 5 veces por semana,Portugal,Cristiano Ronaldo; Julián Álvarez,Sí,Amigos,1394,1394,1394,1394
1395,Q25 - Q50,1,1,Moderado,1 a 2 veces por semana,España,Julián Álvarez; Lamine Yamal,Sí,Amigos,1395,1395,1395,1395
1396,Más de Q150,3,0,Premium,3 a 5 veces por semana,Francia,Kylian Mbappé,Sí,Familia,1396,1396,1396,1396
1397,Q101 - Q150,2,1,Accesible,Todos los días,España,Cristiano Ronaldo; Kylian Mbappé,Sí,Solo,1397,1397,1397,1397
1398,Q25 - Q50,1,0,Moderado,3 a 5 veces por semana,Argentina,Lionel Messi,Sí,Compañeros de trabajo,1398,1398,1398,1398
1399,Q25 - Q50,2,1,Premium,3 a 5 veces por semana,España,Vinícius Júnior; Cristiano Ronaldo; Neymar Jr.,Sí,Amigos,1399,1399,1399,1399
1400,Q51 - Q100,1,1,Accesible,3 a 5 veces por semana,Argentina,Cristiano Ronaldo,Sí,Familia,1400,1400,1400,1400
1401,Q51 - Q100,2,0,Accesible,Rara vez,Estados Unidos,Alphonso Davies; Cristiano Ronaldo,Sí,Amigos,1401,1401,1401,1401
1402,Q51 - Q100,3,1,Accesible,Todos los días,Curaçao,Jude Bellingham; Ninguno; Cristiano Ronaldo,Sí,Amigos,1402,1402,1402,1402
1403,Menos de Q25,1,0,Moderado,Rara vez,Argentina,Alphonso Davies; Lionel Messi,Sí,Solo,1403,1403,1403,1403
1404,Menos de Q25,1,1,Accesible,3 a 5 veces por semana,Portugal,Lionel Messi,Sí,Amigos,1404,1404,1404,1404
1405,Q51 - Q100,2,0,Premium,3 a 5 veces por semana,Francia,Kylian Mbappé; Rodri,Sí,Familia,1405,1405,1405,1405
1406,Q25 - Q50,1,1,Moderado,3 a 5 veces por semana,Inglaterra,Cristiano Ronaldo; Lionel Messi,Sí,Amigos,1406,1406,1406,1406
1407,Q25 - Q50,2,0,Accesible,1 a 2 veces por semana,Francia,Cristiano Ronaldo; Neymar Jr.; Vinícius Júnior,Sí,Familia,1407,1407,1407,1407
1408,Q25 - Q50,3,1,Super Premium,1 a 2 veces por semana,Argentina,Cristiano Ronaldo; Lionel Messi; Neymar Jr.,Sí,Amigos,1408,1408,1408,1408
1409,Q51 - Q100,1,0,Accesible,Varias veces al mes,Marruecos,Lamine Yamal,Sí,Amigos,1409,1409,1409,1409
1410,Q51 - Q100,2,0,Moderado,Todos los días,Suecia,Cristiano Ronaldo; Neymar Jr.,Sí,Solo,1410,1410,1410,1410
1411,Q25 - Q50,2,1,Moderado,Rara vez,Austria,Harry Kane,Sí,Amigos,1411,1411,1411,1411
1412,Q101 - Q150,1,1,Moderado,Todos los días,Inglaterra,Jude Bellingham; Federico Valverde,Sí,Amigos,1412,1412,1412,1412
1413,Menos de Q25,1,1,Premium,3 a 5 veces por semana,España,Federico Valverde; Jude Bellingham,Sí,Familia,1413,1413,1413,1413
1414,Q51 - Q100,2,1,Accesible,Varias veces al mes,México,Alphonso Davies; Kylian Mbappé,Sí,Compañeros de trabajo,1414,1414,1414,1414
1415,Menos de Q25,3,0,Moderado,3 a 5 veces por semana,Argentina,Alphonso Davies; Neymar Jr.; Kylian Mbappé,Sí,Familia,1415,1415,1415,1415
1417,Q51 - Q100,2,0,Moderado,1 a 2 veces por semana,Argentina,Kylian Mbappé,Sí,Amigos,1417,1417,1417,1417
1418,Q51 - Q100,3,1,Moderado,Todos los días,Portugal,Cristiano Ronaldo,Sí,Familia,1418,1418,1418,1418
1419,Q101 - Q150,3,0,Moderado,1 a 2 veces por semana,México,Cristiano Ronaldo,Sí,Otro,1419,1419,1419,1419
1420,Más de Q150,2,0,Super Premium,Varias veces al mes,Argentina,Cristiano Ronaldo,Sí,Amigos,1420,1420,1420,1420
1421,Q51 - Q100,3,0,Accesible,1 a 2 veces por semana,Alemania,Vinícius Júnior; Cristiano Ronaldo; Kylian Mbappé,Sí,Amigos,1421,1421,1421,1421
1422,Q25 - Q50,2,0,Accesible,Varias veces al mes,Brasil,Lionel Messi; Lamine Yamal; Cristiano Ronaldo,Sí,Amigos,1422,1422,1422,1422
2478,Q101 - Q150,1,1,Accesible,1 a 2 veces por semana,Brasil,Cristiano Ronaldo; Federico Valverde,Sí,Compañeros de trabajo,2478,2478,2478,2478
1424,Q25 - Q50,2,1,Premium,3 a 5 veces por semana,Argentina,Vinícius Júnior,Sí,Familia,1424,1424,1424,1424
1425,Menos de Q25,2,0,Accesible,1 a 2 veces por semana,Brasil,Alphonso Davies; Neymar Jr.,No,Familia,1425,1425,1425,1425
1426,Q51 - Q100,2,1,Moderado,3 a 5 veces por semana,Argentina,Kylian Mbappé; Lamine Yamal,Sí,Solo,1426,1426,1426,1426
1427,Q25 - Q50,3,1,Moderado,1 a 2 veces por semana,Colombia,Christian Pulisic; Julián Álvarez; Jude Bellingham,Sí,Solo,1427,1427,1427,1427
1428,Q25 - Q50,2,1,Premium,1 a 2 veces por semana,México,Neymar Jr.,Sí,Familia,1428,1428,1428,1428
1429,Menos de Q25,3,1,Premium,1 a 2 veces por semana,Argentina,Kylian Mbappé,Sí,Amigos,1429,1429,1429,1429
1430,Q25 - Q50,1,1,Moderado,1 a 2 veces por semana,Brasil,Lamine Yamal; Lionel Messi,Sí,Familia,1430,1430,1430,1430
1431,Q51 - Q100,2,1,Moderado,3 a 5 veces por semana,Argentina,Vinícius Júnior,Sí,Familia,1431,1431,1431,1431
1432,Q25 - Q50,3,0,Moderado,3 a 5 veces por semana,Inglaterra,Lionel Messi; Cristiano Ronaldo; Neymar Jr.,Sí,Amigos,1432,1432,1432,1432
1433,Q101 - Q150,3,1,Moderado,Todos los días,Argentina,Cristiano Ronaldo; Jude Bellingham; Lionel Messi,Sí,Amigos,1433,1433,1433,1433
1434,Q51 - Q100,1,1,Accesible,3 a 5 veces por semana,Brasil,Jude Bellingham; Vinícius Júnior,Sí,Amigos,1434,1434,1434,1434
1435,Q25 - Q50,1,1,Super Premium,Varias veces al mes,Czechia,Kylian Mbappé; Cristiano Ronaldo,Sí,Familia,1435,1435,1435,1435
1436,Más de Q150,2,1,Economico,3 a 5 veces por semana,ARGENTINA,Kylian Mbappé; Harry Kane,Sí,Amigos,1436,1436,1436,1436
1437,Q51 - Q100,3,0,Moderado,Varias veces al mes,Brasil,Cristiano Ronaldo,Sí,Familia,1437,1437,1437,1437
1438,Menos de Q25,2,0,Premium,1 a 2 veces por semana,México,Rodri,Sí,Familia,1438,1438,1438,1438
1439,Más de Q150,1,1,Premium,Varias veces al mes,México,Lionel Messi,Sí,Familia,1439,1439,1439,1439
1440,Q25 - Q50,2,1,Moderado,3 a 5 veces por semana,Uruguay,Lamine Yamal; Cristiano Ronaldo; Harry Kane,Sí,Amigos,1440,1440,1440,1440
1441,Q25 - Q50,2,0,Moderado,3 a 5 veces por semana,Argentina,Jude Bellingham; Lamine Yamal,Sí,Familia,1441,1441,1441,1441
1442,Q25 - Q50,3,0,Moderado,Todos los días,Portugal,Cristiano Ronaldo; Lionel Messi; Vinícius Júnior,Sí,Compañeros de trabajo,1442,1442,1442,1442
1443,Q101 - Q150,3,0,Moderado,Varias veces al mes,Portugal,Lamine Yamal; Neymar Jr.; Lionel Messi,Sí,Familia,1443,1443,1443,1443
1444,Q25 - Q50,2,1,Accesible,1 a 2 veces por semana,Brasil,Lionel Messi,Sí,Solo,1444,1444,1444,1444
1445,Q25 - Q50,1,0,Moderado,1 a 2 veces por semana,España,Christian Pulisic; Lionel Messi; Neymar Jr.,No,Amigos,1445,1445,1445,1445
1446,Q25 - Q50,2,1,Accesible,1 a 2 veces por semana,España,Cristiano Ronaldo,No,Amigos,1446,1446,1446,1446
1447,Q25 - Q50,1,1,Moderado,1 a 2 veces por semana,Estados Unidos,Jude Bellingham; Kylian Mbappé; Neymar Jr.,Sí,Familia,1447,1447,1447,1447
1448,Q101 - Q150,3,1,Super Premium,1 a 2 veces por semana,México,Cristiano Ronaldo,Sí,Familia,1448,1448,1448,1448
1449,Q51 - Q100,1,1,Premium,3 a 5 veces por semana,Argentina,Neymar Jr.; Lionel Messi,No,Familia,1449,1449,1449,1449
1450,Q25 - Q50,2,0,Moderado,Varias veces al mes,Francia,Cristiano Ronaldo; Julián Álvarez,Sí,Amigos,1450,1450,1450,1450
1451,Más de Q150,1,1,Moderado,Todos los días,Francia,Cristiano Ronaldo,Sí,Amigos,1451,1451,1451,1451
1452,Más de Q150,2,1,Super Premium,1 a 2 veces por semana,México,Lionel Messi; Jude Bellingham,Sí,Familia,1452,1452,1452,1452
1453,Q25 - Q50,3,1,Accesible,1 a 2 veces por semana,Argentina,Lionel Messi; Cristiano Ronaldo; Julián Álvarez,Sí,Familia,1453,1453,1453,1453
1454,Q51 - Q100,3,1,Accesible,Todos los días,Alemania,Cristiano Ronaldo; Vinícius Júnior; Lionel Messi,Sí,Amigos,1454,1454,1454,1454
1455,Q101 - Q150,2,1,Moderado,Varias veces al mes,Francia,Vinícius Júnior; Lionel Messi,Sí,Otro,1455,1455,1455,1455
1456,Menos de Q25,3,0,Accesible,1 a 2 veces por semana,Brasil,Kylian Mbappé; Lionel Messi; Harry Kane,Sí,Compañeros de trabajo,1456,1456,1456,1456
1457,Q25 - Q50,3,1,Moderado,Rara vez,Francia,Neymar Jr.; Federico Valverde,No,Solo,1457,1457,1457,1457
1458,Q51 - Q100,1,0,Economico,Varias veces al mes,Francia,Kylian Mbappé; Neymar Jr.; Federico Valverde,Sí,Compañeros de trabajo,1458,1458,1458,1458
1460,Q51 - Q100,2,0,Moderado,1 a 2 veces por semana,Colombia,Neymar Jr.; Ninguno; Vinícius Júnior,Sí,Amigos,1460,1460,1460,1460
1461,Q51 - Q100,1,1,Moderado,Todos los días,Argentina,Neymar Jr.; Alphonso Davies,No,Amigos,1461,1461,1461,1461
1462,Menos de Q25,1,1,Moderado,Todos los días,Argentina,Lionel Messi; Cristiano Ronaldo; Jude Bellingham,Sí,Familia,1462,1462,1462,1462
1463,Q51 - Q100,2,0,Moderado,Rara vez,Francia,Julián Álvarez; Neymar Jr.; Vinícius Júnior,Sí,Amigos,1463,1463,1463,1463
1464,Menos de Q25,3,1,Super Premium,1 a 2 veces por semana,Francia,Lionel Messi,Sí,Familia,1464,1464,1464,1464
1465,Q51 - Q100,3,0,Super Premium,3 a 5 veces por semana,Portugal,Cristiano Ronaldo,Sí,Amigos,1465,1465,1465,1465
1466,Más de Q150,3,0,Economico,3 a 5 veces por semana,Colombia,Lionel Messi; Jude Bellingham,Sí,Familia,1466,1466,1466,1466
1467,Q51 - Q100,2,0,Accesible,Rara vez,Argentina,Kylian Mbappé; Lamine Yamal; Federico Valverde,Sí,Solo,1467,1467,1467,1467
1468,Menos de Q25,1,0,Premium,1 a 2 veces por semana,Argentina,Jude Bellingham,Sí,Solo,1468,1468,1468,1468
1469,Q25 - Q50,1,1,Accesible,Varias veces al mes,Brasil,Lionel Messi,Sí,Amigos,1469,1469,1469,1469
1470,Menos de Q25,3,1,Accesible,1 a 2 veces por semana,México,Kylian Mbappé; Lionel Messi; Lamine Yamal,Sí,Amigos,1470,1470,1470,1470
1471,Q25 - Q50,3,0,Premium,1 a 2 veces por semana,Brasil,Neymar Jr.; Lionel Messi; Federico Valverde,Sí,Amigos,1471,1471,1471,1471
1473,Q101 - Q150,2,0,Super Premium,Todos los días,MÉXICO,Lamine Yamal; Federico Valverde; Christian Pulisic,Sí,Familia,1473,1473,1473,1473
1474,Q25 - Q50,3,1,Accesible,3 a 5 veces por semana,Portugal,Lionel Messi; Kylian Mbappé,Sí,Familia,1474,1474,1474,1474
1475,Menos de Q25,1,1,Moderado,Varias veces al mes,Argentina,Neymar Jr.; Lamine Yamal,No,Amigos,1475,1475,1475,1475
1476,Q25 - Q50,2,1,Moderado,1 a 2 veces por semana,Argentina,Cristiano Ronaldo; Lionel Messi,Sí,Otro,1476,1476,1476,1476
1477,Más de Q150,2,1,Accesible,Varias veces al mes,México,Julián Álvarez,Sí,Amigos,1477,1477,1477,1477
1478,Q51 - Q100,3,1,Accesible,Todos los días,Alemania,Cristiano Ronaldo; Lionel Messi; Jude Bellingham,Sí,Amigos,1478,1478,1478,1478
1479,Q25 - Q50,1,1,Accesible,1 a 2 veces por semana,Francia,Harry Kane; Kylian Mbappé,Sí,Otro,1479,1479,1479,1479
1480,Q51 - Q100,1,1,Moderado,Todos los días,Francia,Vinícius Júnior; Cristiano Ronaldo,Sí,Compañeros de trabajo,1480,1480,1480,1480
1482,Q25 - Q50,1,1,Accesible,1 a 2 veces por semana,Alemania,Jude Bellingham; Neymar Jr.; Cristiano Ronaldo,Sí,Amigos,1482,1482,1482,1482
1483,Q51 - Q100,3,1,Economico,3 a 5 veces por semana,México,Alphonso Davies; Jude Bellingham; Ninguno,No,Familia,1483,1483,1483,1483
1484,Q25 - Q50,2,1,Moderado,1 a 2 veces por semana,México,Harry Kane; Kylian Mbappé; Cristiano Ronaldo,Sí,Amigos,1484,1484,1484,1484
1485,Q51 - Q100,3,1,Moderado,Varias veces al mes,Brasil,Lionel Messi; Neymar Jr.; Kylian Mbappé,No,Solo,1485,1485,1485,1485
1486,Q25 - Q50,2,1,Moderado,Varias veces al mes,Portugal,Cristiano Ronaldo; Neymar Jr.,Sí,Amigos,1486,1486,1486,1486
1487,Q51 - Q100,1,0,Accesible,1 a 2 veces por semana,Inglaterra,Harry Kane; Lamine Yamal,Sí,Amigos,1487,1487,1487,1487
1488,Menos de Q25,3,0,Premium,Varias veces al mes,Argentina,Lionel Messi; Kylian Mbappé,No,Compañeros de trabajo,1488,1488,1488,1488
1489,Menos de Q25,3,0,Accesible,Varias veces al mes,Alemania,Kylian Mbappé; Julián Álvarez,Sí,Familia,1489,1489,1489,1489
1490,Q101 - Q150,2,0,Moderado,3 a 5 veces por semana,Irak,Lionel Messi; Neymar Jr.; Federico Valverde,Sí,Solo,1490,1490,1490,1490
1491,Q25 - Q50,3,1,Premium,Todos los días,ARGENTINA,Jude Bellingham,Sí,Familia,1491,1491,1491,1491
1492,Q25 - Q50,3,1,Accesible,Todos los días,BRASIL,Cristiano Ronaldo,Sí,Compañeros de trabajo,1492,1492,1492,1492
1493,Q101 - Q150,1,1,Accesible,Varias veces al mes,Brasil,Jude Bellingham,Sí,Familia,1493,1493,1493,1493
1494,Q25 - Q50,3,1,Premium,1 a 2 veces por semana,Brasil,Lionel Messi; Neymar Jr.,Sí,Amigos,1494,1494,1494,1494
1495,Q25 - Q50,1,1,Moderado,Todos los días,México,Vinícius Júnior; Neymar Jr.; Kylian Mbappé,Sí,Familia,1495,1495,1495,1495
1496,Menos de Q25,1,1,Premium,Varias veces al mes,Irán,Neymar Jr.,No,Compañeros de trabajo,1496,1496,1496,1496
1497,Q25 - Q50,2,1,Accesible,3 a 5 veces por semana,México,Lionel Messi; Christian Pulisic,Sí,Amigos,1497,1497,1497,1497
1498,Q25 - Q50,1,1,Accesible,1 a 2 veces por semana,Argentina,Cristiano Ronaldo; Lionel Messi; Rodri,No,Solo,1498,1498,1498,1498
1499,Q25 - Q50,1,1,Moderado,3 a 5 veces por semana,Portugal,Cristiano Ronaldo; Neymar Jr.; Christian Pulisic,No,Familia,1499,1499,1499,1499
1500,Q51 - Q100,1,1,Premium,Todos los días,Argentina,Lionel Messi; Vinícius Júnior; Kylian Mbappé,Sí,Familia,1500,1500,1500,1500
1501,Q25 - Q50,1,0,Premium,1 a 2 veces por semana,Alemania,Vinícius Júnior,Sí,Amigos,1501,1501,1501,1501
1502,Menos de Q25,3,1,Economico,1 a 2 veces por semana,Argentina,Julián Álvarez; Neymar Jr.,Sí,Amigos,1502,1502,1502,1502
1503,Q25 - Q50,1,0,Accesible,Todos los días,Argentina,Neymar Jr.,Sí,Amigos,1503,1503,1503,1503
1504,Más de Q150,3,1,Moderado,1 a 2 veces por semana,Brasil,Vinícius Júnior,Sí,Solo,1504,1504,1504,1504
1505,Más de Q150,1,1,Moderado,Varias veces al mes,México,Jude Bellingham,No,Otro,1505,1505,1505,1505
1506,Menos de Q25,3,1,Moderado,1 a 2 veces por semana,Brasil,Kylian Mbappé; Lionel Messi; Christian Pulisic,Sí,Amigos,1506,1506,1506,1506
1507,Q101 - Q150,1,1,Economico,Todos los días,Brasil,Christian Pulisic; Cristiano Ronaldo,Sí,Amigos,1507,1507,1507,1507
1508,Q51 - Q100,3,1,Moderado,Varias veces al mes,Alemania,Christian Pulisic; Kylian Mbappé; Jude Bellingham,Sí,Amigos,1508,1508,1508,1508
1509,Q25 - Q50,2,0,Moderado,Varias veces al mes,Brasil,Cristiano Ronaldo,No,Familia,1509,1509,1509,1509
1510,Q51 - Q100,1,1,Premium,3 a 5 veces por semana,Alemania,Cristiano Ronaldo,Sí,Amigos,1510,1510,1510,1510
1511,Q25 - Q50,1,1,Moderado,1 a 2 veces por semana,Portugal,Lionel Messi,Sí,Familia,1511,1511,1511,1511
1512,Q101 - Q150,2,1,Moderado,Varias veces al mes,Francia,Lionel Messi,Sí,Compañeros de trabajo,1512,1512,1512,1512
1513,Q25 - Q50,1,0,Moderado,1 a 2 veces por semana,Inglaterra,Federico Valverde,Sí,Amigos,1513,1513,1513,1513
1514,Q51 - Q100,2,1,Premium,1 a 2 veces por semana,México,Neymar Jr.; Kylian Mbappé,Sí,Solo,1514,1514,1514,1514
1515,Menos de Q25,1,1,Moderado,3 a 5 veces por semana,ARGENTINA,Kylian Mbappé; Julián Álvarez; Lionel Messi,Sí,Amigos,1515,1515,1515,1515
1516,Q101 - Q150,1,1,Super Premium,3 a 5 veces por semana,Argentina,Cristiano Ronaldo,Sí,Familia,1516,1516,1516,1516
1517,Q101 - Q150,1,0,Moderado,Todos los días,Noruega,Lamine Yamal,Sí,Otro,1517,1517,1517,1517
1518,Q51 - Q100,2,1,Premium,1 a 2 veces por semana,Francia,Neymar Jr.; Ninguno; Vinícius Júnior,Sí,Familia,1518,1518,1518,1518
1519,Q101 - Q150,3,0,Economico,3 a 5 veces por semana,Argentina,Vinícius Júnior,Sí,Solo,1519,1519,1519,1519
1520,Q25 - Q50,2,0,Moderado,Rara vez,Brasil,Vinícius Júnior,Sí,Amigos,1520,1520,1520,1520
1521,Más de Q150,1,1,Moderado,3 a 5 veces por semana,Francia,Lionel Messi,No,Amigos,1521,1521,1521,1521
1522,Q51 - Q100,2,0,Accesible,3 a 5 veces por semana,Brasil,Cristiano Ronaldo; Lionel Messi; Lamine Yamal,Sí,Amigos,1522,1522,1522,1522
1523,Q25 - Q50,2,0,Moderado,Todos los días,Portugal,Cristiano Ronaldo; Lionel Messi; Christian Pulisic,Sí,Amigos,1523,1523,1523,1523
1524,Menos de Q25,3,1,Premium,1 a 2 veces por semana,Brasil,Lionel Messi; Alphonso Davies; Lamine Yamal,Sí,Amigos,1524,1524,1524,1524
1525,Q101 - Q150,1,1,Moderado,Todos los días,Colombia,Lamine Yamal; Rodri; Neymar Jr.,Sí,Amigos,1525,1525,1525,1525
1526,Menos de Q25,2,1,Accesible,1 a 2 veces por semana,Alemania,Cristiano Ronaldo; Vinícius Júnior,Sí,Amigos,1526,1526,1526,1526
1527,Q101 - Q150,3,0,Premium,Varias veces al mes,Brasil,Lamine Yamal,Sí,Compañeros de trabajo,1527,1527,1527,1527
1528,Q51 - Q100,1,0,Moderado,1 a 2 veces por semana,Argentina,Alphonso Davies; Neymar Jr.,Sí,Amigos,1528,1528,1528,1528
1529,Más de Q150,3,1,Premium,Todos los días,Argentina,Christian Pulisic; Jude Bellingham; Cristiano Ronaldo,No,Familia,1529,1529,1529,1529
1530,Q101 - Q150,2,1,Moderado,Todos los días,Inglaterra,Jude Bellingham,Sí,Familia,1530,1530,1530,1530
1531,Q25 - Q50,3,0,Premium,3 a 5 veces por semana,Argentina,Lionel Messi; Christian Pulisic; Kylian Mbappé,Sí,Compañeros de trabajo,1531,1531,1531,1531
1532,Q25 - Q50,3,1,Premium,3 a 5 veces por semana,Argentina,Lionel Messi; Neymar Jr.; Jude Bellingham,Sí,Compañeros de trabajo,1532,1532,1532,1532
1533,Q101 - Q150,3,1,Moderado,1 a 2 veces por semana,Colombia,Harry Kane; Alphonso Davies,Sí,Compañeros de trabajo,1533,1533,1533,1533
1534,Más de Q150,1,1,Moderado,3 a 5 veces por semana,Argentina,Jude Bellingham,Sí,Otro,1534,1534,1534,1534
1535,Q51 - Q100,2,1,Accesible,3 a 5 veces por semana,Brasil,Jude Bellingham; Neymar Jr.; Vinícius Júnior,Sí,Compañeros de trabajo,1535,1535,1535,1535
1536,Q51 - Q100,2,1,Moderado,Varias veces al mes,México,Vinícius Júnior; Harry Kane; Neymar Jr.,Sí,Amigos,1536,1536,1536,1536
1537,Q51 - Q100,3,1,Accesible,Varias veces al mes,Japón,Cristiano Ronaldo,Sí,Solo,1537,1537,1537,1537
1538,Q25 - Q50,2,1,Moderado,3 a 5 veces por semana,Argentina,Harry Kane,Sí,Amigos,1538,1538,1538,1538
1539,Q51 - Q100,3,1,Premium,Todos los días,Japón,Cristiano Ronaldo,No,Amigos,1539,1539,1539,1539
1540,Menos de Q25,3,0,Economico,3 a 5 veces por semana,Corea del Sur,Kylian Mbappé; Harry Kane; Alphonso Davies,No,Familia,1540,1540,1540,1540
1541,Q25 - Q50,2,0,Moderado,Varias veces al mes,Argentina,Jude Bellingham; Alphonso Davies,Sí,Compañeros de trabajo,1541,1541,1541,1541
1542,Q25 - Q50,2,1,Premium,1 a 2 veces por semana,México,Ninguno; Jude Bellingham; Lamine Yamal,Sí,Familia,1542,1542,1542,1542
1543,Q51 - Q100,1,1,Moderado,3 a 5 veces por semana,Argentina,Alphonso Davies; Jude Bellingham; Vinícius Júnior,Sí,Familia,1543,1543,1543,1543
1544,Menos de Q25,2,1,Accesible,Rara vez,Nueva Zelanda,Cristiano Ronaldo,Sí,Compañeros de trabajo,1544,1544,1544,1544
1545,Q101 - Q150,2,0,Accesible,1 a 2 veces por semana,Países Bajos,Cristiano Ronaldo,No,Otro,1545,1545,1545,1545
1546,Q51 - Q100,2,0,Premium,1 a 2 veces por semana,Argentina,Cristiano Ronaldo; Vinícius Júnior; Julián Álvarez,Sí,Familia,1546,1546,1546,1546
1547,Q51 - Q100,2,1,Accesible,1 a 2 veces por semana,Inglaterra,Lamine Yamal,Sí,Compañeros de trabajo,1547,1547,1547,1547
1548,Q51 - Q100,1,1,Moderado,Varias veces al mes,Francia,Alphonso Davies,Sí,Amigos,1548,1548,1548,1548
1549,Menos de Q25,1,1,Economico,3 a 5 veces por semana,España,Lionel Messi; Ninguno; Vinícius Júnior,Sí,Amigos,1549,1549,1549,1549
1550,Q51 - Q100,2,0,Moderado,1 a 2 veces por semana,Argentina,Federico Valverde; Vinícius Júnior; Lionel Messi,Sí,Solo,1550,1550,1550,1550
1551,Menos de Q25,2,1,Moderado,Varias veces al mes,Argentina,Lionel Messi,Sí,Amigos,1551,1551,1551,1551
1552,Menos de Q25,1,1,Premium,3 a 5 veces por semana,Argentina,Cristiano Ronaldo; Harry Kane,Sí,Familia,1552,1552,1552,1552
1553,Q101 - Q150,1,1,Economico,3 a 5 veces por semana,Argentina,Lamine Yamal; Christian Pulisic; Lionel Messi,Sí,Familia,1553,1553,1553,1553
1554,Q51 - Q100,1,1,Super Premium,Rara vez,Estados Unidos,Christian Pulisic; Harry Kane; Lamine Yamal,Sí,Familia,1554,1554,1554,1554
